Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Formularz,Firefox 84.0,,,2021-01-29 12:36:47,2021-01-29 12:37:08,"21,216s",PASSED
,,,,,,,
Test Cases/Formularz/Testy Formularz,Firefox 84.0,,,2021-01-29 12:36:49,2021-01-29 12:37:08,"19,295s",PASSED
"openBrowser("""")",Firefox 84.0,,,2021-01-29 12:36:50,2021-01-29 12:36:58,"8,233s",PASSED
"navigateToUrl(""https://www.aptekarska.pl/oferta/"")",Firefox 84.0,,,2021-01-29 12:36:58,2021-01-29 12:37:01,"2,763s",PASSED
maximizeWindow(),Firefox 84.0,,,2021-01-29 12:37:01,2021-01-29 12:37:01,"0,316s",PASSED
"click(findTestObject(""Object Repository/Formularz/Page_Aptekarska Szkoa Zarzdzania/button_Nie zgadzam si""))",Firefox 84.0,,,2021-01-29 12:37:01,2021-01-29 12:37:02,"0,770s",PASSED
"scrollToElement(findTestObject(""SPY - Newsletter/Page_Aptekarska Szkoa Zarzdzania/iframe__fm-fc-f-jquodjjgyu""), 0)",Firefox 84.0,,,2021-01-29 12:37:02,2021-01-29 12:37:03,"1,003s",PASSED
"click(findTestObject(""Object Repository/Page_Aptekarska Szkoa Zarzdzania/input_Imi_freshmail_custom_fieldimie""))",Firefox 84.0,,,2021-01-29 12:37:03,2021-01-29 12:37:04,"0,959s",PASSED
"click(findTestObject(""Object Repository/Page_Aptekarska Szkoa Zarzdzania/input_Imi_freshmail_custom_fieldimie""))",Firefox 84.0,,,2021-01-29 12:37:04,2021-01-29 12:37:05,"0,691s",PASSED
"setText(findTestObject(""Object Repository/Page_Aptekarska Szkoa Zarzdzania/input_Imi_freshmail_custom_fieldimie""), ""Szymon"")",Firefox 84.0,,,2021-01-29 12:37:05,2021-01-29 12:37:05,"0,520s",PASSED
"setText(findTestObject(""Object Repository/Page_Aptekarska Szkoa Zarzdzania/input_Email (ktry regularnie odbierasz)_fre_eca03e""), ""SS@wp.pl"")",Firefox 84.0,,,2021-01-29 12:37:05,2021-01-29 12:37:06,"0,561s",PASSED
"click(findTestObject(""Object Repository/Page_Aptekarska Szkoa Zarzdzania/label""))",Firefox 84.0,,,2021-01-29 12:37:06,2021-01-29 12:37:06,"0,750s",PASSED
"click(findTestObject(""Object Repository/Page_Aptekarska Szkoa Zarzdzania/button_Zapisz mnie""))",Firefox 84.0,,,2021-01-29 12:37:06,2021-01-29 12:37:07,"0,753s",PASSED
closeBrowser(),Firefox 84.0,,,2021-01-29 12:37:07,2021-01-29 12:37:08,"1,201s",PASSED
